Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG49,OUT049,3977.14661568317
NCG06,OUT045,4035.5194819849044
DRC36,OUT045,2861.4059328176804
FDV21,OUT019,292.3935823667059
FDB53,OUT046,2429.9149723568175
DRP47,OUT019,567.8509845150521
FDA14,OUT013,2402.274395117058
DRC24,OUT035,2446.4181156712234
FDW21,OUT018,1607.025658932623
NCH29,OUT046,1567.7703632472735
FDU58,OUT013,3116.989252949955
FDY27,OUT017,2908.004778139241
FDV56,OUT035,1655.369368968306
FDT59,OUT046,3853.604265218413
FDB23,OUT046,3752.2490184308617
FDR49,OUT045,739.9152012018257
FDB03,OUT010,570.4342068009721
FDN39,OUT045,2746.4397308924404
FDX02,OUT027,6000.401936939719
FDQ16,OUT027,2886.3245379681557
FDU35,OUT018,1595.3407046720063
NCT29,OUT013,2104.213926430251
FDZ27,OUT046,749.3725184521811
FDN57,OUT017,2092.1209224689674
FDA03,OUT018,2362.2610305997396
FDZ36,OUT045,3176.356108994543
NCU05,OUT013,1426.4780626603397
FDT39,OUT018,2399.2263767139025
FDK60,OUT017,1553.8556374605428
FDZ25,OUT017,2831.1216197020576
FDG12,OUT046,2075.9729107972903
DRB01,OUT019,501.63243319542244
NCC43,OUT027,5997.103058628244
FDX13,OUT019,578.9545970009773
FDM22,OUT049,837.7617488118565
FDJ03,OUT027,1223.4139653611708
FDU14,OUT018,3797.106219239505
FDB33,OUT010,388.91114852394077
FDP27,OUT046,3186.9229709974434
FDO38,OUT010,156.59851359887688
FDE28,OUT027,5986.879517563694
FDO27,OUT035,1496.5261135092796
DRL23,OUT027,2877.6731699096663
FDS28,OUT046,883.0836516809914
FDX24,OUT013,1477.237635850788
FDZ02,OUT035,1540.6069427753566
FDL46,OUT045,1911.2213123392048
FDS60,OUT027,4852.221614564028
NCO06,OUT017,588.7870860754971
FDO16,OUT035,1361.5319281290929
FDC60,OUT049,1372.2320471686535
FDA48,OUT018,3250.283290653728
FDZ36,OUT027,5110.389683732344
FDK27,OUT045,2048.351828313325
FDW23,OUT018,621.0147003861723
FDM14,OUT018,1670.1734940703773
FDM14,OUT013,1658.4174312374755
FDW60,OUT018,2911.0143144283143
FDE21,OUT013,1972.7975261136494
NCM42,OUT035,1671.4128069946562
FDY59,OUT010,230.68207222532743
DRI49,OUT049,1308.5936970982495
FDT28,OUT019,360.68180510479
FDQ22,OUT018,624.0635726627722
FDR60,OUT049,1237.9395420530734
FDC50,OUT019,233.77303570422552
FDV24,OUT013,2416.289948522604
DRF48,OUT010,488.03030868464316
FDQ47,OUT046,609.3309068270697
DRN36,OUT049,1559.2584456888421
NCY06,OUT035,2057.565408979322
FDE52,OUT035,1389.5639205418056
NCB54,OUT045,2050.3998722481347
NCF31,OUT035,2485.359435229088
FDJ08,OUT027,5092.614643428883
NCC07,OUT017,1650.8830024417016
NCD19,OUT027,1383.6644694962251
FDL46,OUT049,1997.7444865473685
FDM20,OUT045,4034.896731982751
NCI06,OUT010,458.946733731466
DRM11,OUT035,4184.801924662811
NCH07,OUT018,2539.760645337011
FDS23,OUT013,2117.0107223825503
FDO49,OUT018,733.2260681670783
FDS35,OUT049,1023.451258534429
DRK39,OUT045,1337.7645769165229
DRI39,OUT049,878.6231989723616
FDV04,OUT017,2513.334205476994
NCN14,OUT035,3074.023665310652
FDH08,OUT013,3916.892618956942
FDS20,OUT046,3191.396582971502
FDV40,OUT049,1140.8619807298953
FDZ48,OUT010,258.3726483619572
FDS24,OUT027,2423.748015353758
FDK44,OUT049,2824.6358229709626
FDS48,OUT045,2477.0730596624794
FDK26,OUT010,491.62147970086176
FDD23,OUT045,3148.2250942940086
NCH54,OUT017,2633.0852228469216
NCP14,OUT010,243.3672937257404
FDM60,OUT010,128.57780097894886
FDV24,OUT017,2426.048314064726
FDH08,OUT018,3596.7298014361586
FDS12,OUT027,3115.0851909435464
FDR39,OUT027,4865.81621158854
FDP12,OUT027,1202.8972884555183
DRF60,OUT027,5985.100247521102
FDC09,OUT035,1640.8412271639047
FDF50,OUT018,3034.8223859930663
FDG28,OUT035,4035.2707802898944
NCE19,OUT017,865.1585737636419
NCM53,OUT010,259.8565795960434
NCN18,OUT049,1733.7916671223281
FDF32,OUT035,3186.656309263689
FDF11,OUT013,4072.047619347824
DRI59,OUT049,3741.0968233208037
NCG54,OUT035,2813.2637521196407
FDM44,OUT046,1628.3922455329223
FDT57,OUT018,3650.7809513669326
FDV24,OUT046,2444.6073621429755
FDI50,OUT019,573.9872966380542
FDS09,OUT035,763.3647569868021
NCC31,OUT027,3980.706696205608
FDQ07,OUT019,569.1438998914355
FDC22,OUT017,3153.1341121046607
FDZ56,OUT046,2865.273272614103
FDZ40,OUT019,128.57780097894886
FDS46,OUT027,3012.276910464269
DRD24,OUT045,2050.7682988923884
FDV45,OUT017,3096.466957921383
FDL26,OUT045,2492.996190102887
FDA56,OUT018,2013.4341143924655
FDN27,OUT046,1942.8708510910044
FDM20,OUT049,4040.0125574878766
FDO16,OUT017,1328.4115258623542
FDL03,OUT035,3092.989814087277
FDE58,OUT046,1932.5787090664771
FDI02,OUT027,2983.6208684786516
NCC55,OUT019,128.57780097894886
FDR03,OUT018,3215.647767095276
FDB14,OUT017,1409.0045261320702
FDR45,OUT013,4056.537503410546
NCN07,OUT017,2100.650467783995
FDM51,OUT019,245.60950664784323
FDT52,OUT027,6004.610974701362
FDL26,OUT046,2475.620449550755
NCZ42,OUT046,3993.974700290035
DRI47,OUT019,357.92025178534533
FDW40,OUT013,2126.946097035556
FDN34,OUT046,2901.842438920227
FDS01,OUT035,2985.282285829891
NCG55,OUT045,1919.2823614587792
FDC11,OUT035,1368.2864250517857
FDX35,OUT018,3458.2020390699095
NCB06,OUT046,2624.8024173697117
FDR09,OUT019,571.5623990324078
FDC53,OUT017,1554.5673729369635
FDY45,OUT013,4123.60267631665
FDA22,OUT010,396.66359350306635
FDE02,OUT035,1494.8157172274434
FDW21,OUT045,1625.79103142686
FDV34,OUT046,1098.4842641001298
FDS59,OUT049,1659.0762038858659
NCW17,OUT017,2110.374052123749
NCK54,OUT046,1948.1984176864485
FDG17,OUT019,573.9872966380542
FDG35,OUT017,2919.3602536673607
FDD08,OUT010,128.57780097894886
NCO07,OUT017,3539.850425467935
FDJ10,OUT010,292.2153148484663
FDW36,OUT017,1647.0256232623835
FDW21,OUT010,242.50312771102006
FDY19,OUT017,1947.8756819841337
DRE03,OUT013,775.3582056793799
NCC55,OUT049,640.3408969807438
FDH52,OUT010,135.3339805737057
FDO09,OUT017,3982.910390073958
FDU43,OUT045,3979.489564205137
FDX09,OUT010,423.8737172748822
FDH40,OUT019,205.17960542138167
FDW58,OUT017,1642.6691907502675
FDC47,OUT017,3683.6062481226877
NCR41,OUT035,1493.131747385028
DRG49,OUT035,3986.0085173398334
FDC52,OUT027,3896.5411771720974
FDY13,OUT046,1119.7963190270682
FDY35,OUT013,710.6630902516357
FDI35,OUT017,3130.0763646098408
NCU18,OUT049,2091.712175088974
FDY33,OUT018,2525.2484735280623
FDC15,OUT027,4141.49636217093
FDU01,OUT049,3125.640504443502
NCU42,OUT046,2913.992457424022
NCV29,OUT018,2895.741802249913
NCY30,OUT017,3064.295475201928
FDQ46,OUT049,1736.9734888074534
FDG58,OUT027,3965.638610737194
FDK33,OUT017,3534.296699162674
NCD07,OUT045,1904.651202177529
NCX29,OUT027,3850.9662462863807
NCT42,OUT013,2439.2366434236997
DRN59,OUT035,740.6084457652358
FDI44,OUT035,1252.0016893964537
FDA45,OUT049,2825.4968185342914
FDP31,OUT045,1009.7608710589798
FDY01,OUT046,1925.262902569246
FDT09,OUT018,2038.6345701979292
DRH03,OUT027,2697.863362942812
FDA36,OUT018,3044.532851340386
NCF31,OUT017,2469.933796868172
FDG14,OUT049,2445.484992958694
FDG28,OUT027,5987.09757250537
FDU14,OUT049,4083.8944711174754
FDY47,OUT019,299.20584450392136
FDI56,OUT049,1390.1691391037652
DRD01,OUT013,948.0372079328756
FDM22,OUT046,885.1858091322715
FDH33,OUT013,709.1576901920364
DRZ24,OUT013,1973.3932176222536
NCQ38,OUT046,1656.2538863851169
FDO16,OUT027,2172.841755588468
FDU07,OUT027,3850.9662462863807
NCB07,OUT013,3013.193491802455
FDU48,OUT045,2059.2039383391775
NCM43,OUT045,2786.5884422071163
FDR31,OUT010,359.8557370686705
DRK49,OUT018,631.3498286053779
NCI30,OUT010,578.5012834147885
DRD60,OUT017,2966.438416375301
NCG19,OUT046,3792.657943931963
FDH12,OUT035,1648.0210953361416
FDM32,OUT035,1399.4036696718526
FDM27,OUT035,2502.5502362316274
NCU53,OUT027,4313.270059974771
NCQ18,OUT046,1615.984149200789
FDS10,OUT013,2878.253692376031
FDB33,OUT027,4141.49636217093
FDI12,OUT013,1447.1030224532092
NCW42,OUT013,3546.0624529799143
NCC06,OUT018,2032.3199265637156
FDW02,OUT017,2088.6361401145996
NCD43,OUT017,1649.0141096894502
FDM57,OUT018,1365.8240396233587
FDA58,OUT017,3782.587106744511
FDK56,OUT046,3182.4316115511406
FDP52,OUT045,3876.0209525618625
FDW20,OUT018,2027.809652383661
FDS52,OUT049,1612.306340222533
NCT29,OUT018,1991.6791468430952
NCL54,OUT013,2889.1467657325425
FDC05,OUT045,3154.7998813526474
FDF34,OUT035,3202.9319191821783
FDP03,OUT027,3099.349380884397
FDD32,OUT010,198.6322377022707
FDZ10,OUT045,2071.667178023805
FDZ40,OUT035,875.1441454689962
FDD51,OUT018,655.6852406780133
NCY30,OUT019,435.7698606517131
FDP58,OUT017,3439.6850944923335
FDV49,OUT017,4154.698493122402
FDY24,OUT019,128.57780097894886
NCO55,OUT017,1664.380679736307
FDR13,OUT017,1941.6896480287269
FDS51,OUT017,942.0415986330132
FDP26,OUT045,1646.9296528085586
NCB54,OUT027,3126.4571548740105
FDF32,OUT017,3122.066383094671
FDN31,OUT018,2991.3336669201276
DRM48,OUT017,589.5902611002144
FDN20,OUT049,2815.373623432764
DRL01,OUT046,3858.4691522425064
FDV56,OUT049,1652.68511242415
DRH13,OUT027,2886.3245379681557
FDA03,OUT017,2411.3547753361663
FDF47,OUT027,5984.882192579427
FDX32,OUT046,2473.1603169352065
FDX57,OUT049,1539.5653187345474
NCA30,OUT045,3048.059449077773
FDO49,OUT013,778.6895966687266
FDL04,OUT019,243.02460386418298
DRM48,OUT035,605.2077412602445
FDR16,OUT013,3404.7626240537147
NCC19,OUT018,3010.9987813445277
NCE42,OUT045,3921.046505124641
FDY24,OUT017,865.6158754236669
FDH19,OUT049,2842.658758218441
FDJ46,OUT013,2860.127956848695
FDN45,OUT010,569.2389269911966
FDY08,OUT035,2066.5216133459594
FDZ37,OUT035,1376.7594785912331
NCT30,OUT045,742.9279583399925
DRY23,OUT018,645.4830312482818
NCZ30,OUT018,2025.9218948859277
FDC44,OUT018,1841.179607199303
FDB45,OUT035,1640.7808886814764
FDY04,OUT013,2617.119307394213
FDM27,OUT046,2661.114183814323
FDZ43,OUT017,3955.15740122007
FDT39,OUT019,360.28492286206455
NCC06,OUT019,299.00154624031836
FDL15,OUT027,3965.638610737194
FDL57,OUT017,4024.2683373939667
FDU08,OUT046,1596.8683344109727
FDK40,OUT017,4189.52168851857
FDQ12,OUT010,574.6287228433401
FDS48,OUT017,2449.5427134266342
FDP09,OUT045,3494.4634667415517
FDW21,OUT049,1611.4287015056707
FDY25,OUT035,3001.042274911185
DRE13,OUT017,1368.4648345714074
FDV43,OUT019,128.57780097894886
FDD22,OUT045,1730.0387921234953
FDM46,OUT019,230.70549009398385
NCO30,OUT010,483.34937210215287
FDM25,OUT046,2866.4168697256628
NCN41,OUT049,2065.0493921758475
FDU24,OUT045,1427.8089440137283
FDZ50,OUT046,3191.1290329372696
FDP45,OUT013,4082.5529488911416
NCM54,OUT045,2055.06223369816
FDW10,OUT019,422.5680638229594
FDP20,OUT017,2084.4206285418404
FDK32,OUT046,2460.923527134478
FDN52,OUT049,1373.2018199124527
FDM58,OUT045,1724.1265500067782
FDZ46,OUT027,2968.8510599478464
NCA18,OUT018,1872.953009626237
FDD35,OUT046,2075.2669046683636
NCK31,OUT035,748.2599549538543
FDI40,OUT027,2834.7822193288184
FDT50,OUT019,238.29638414424997
NCT06,OUT046,2719.3061689399847
FDT31,OUT035,3091.572262697877
FDT45,OUT049,837.4157639708855
FDT13,OUT045,3162.421103057287
FDO50,OUT045,1382.488129601755
NCU18,OUT010,295.2597246288793
NCR54,OUT049,3127.444900372827
NCO18,OUT018,2885.3006386294996
FDU09,OUT045,872.7897238027481
FDT13,OUT018,3008.4510872167807
FDE09,OUT046,1743.3634233280939
NCK53,OUT019,249.2390536595933
FDG45,OUT049,3557.045277704904
DRH15,OUT035,698.3445880267262
FDO21,OUT019,573.8479890780857
FDD14,OUT027,5092.614643428883
FDC09,OUT046,1642.7307382495223
FDH45,OUT027,1213.6673007955765
FDV32,OUT046,1031.4235553088024
FDG12,OUT035,2004.7220834217649
FDS32,OUT013,2123.7996662943915
NCL55,OUT018,3680.613148399911
DRE01,OUT035,3925.076481185462
DRE15,OUT049,1258.531381765822
NCL42,OUT045,3979.0960089720047
FDP31,OUT013,1113.3454686752202
FDN33,OUT018,1424.1406696795027
FDZ59,OUT046,2660.2160632107257
FDE45,OUT010,433.74212200934426
FDJ07,OUT013,1991.4257840662206
FDQ45,OUT018,3037.341570040296
FDM33,OUT027,5987.044137086932
FDO15,OUT010,146.33977628266803
FDM46,OUT013,1476.2396898087413
FDR03,OUT045,3431.5745578841784
FDY49,OUT018,2783.466065329563
FDQ60,OUT045,1968.3297183277164
FDW10,OUT049,2941.9391696019243
FDO51,OUT049,695.170818803215
FDJ40,OUT018,1633.4418536070339
FDS20,OUT018,3006.1932739172503
FDU45,OUT013,1789.6348268884692
FDV02,OUT035,2782.84396077311
FDN09,OUT046,3972.315007244861
NCM55,OUT027,5102.838184493431
FDN23,OUT018,2371.7213918551292
FDY31,OUT010,360.0806336435931
FDW03,OUT010,243.40979885069703
FDD14,OUT046,3102.049031688617
FDV23,OUT017,2089.516930766112
DRI03,OUT045,2939.1583690181437
FDN13,OUT035,1603.0988959962008
FDF45,OUT027,1414.2908190674063
FDU46,OUT035,1379.9366397601593
FDB57,OUT049,3716.975318503837
FDV12,OUT049,1611.1449660895562
FDQ58,OUT013,2418.064892646986
NCA18,OUT017,1929.6976773240187
FDH52,OUT049,939.6000775208787
FDM24,OUT018,2365.9048963384344
NCP43,OUT027,4886.135355682652
NCO18,OUT019,426.5621035223662
FDM32,OUT017,1382.7015695606597
NCL07,OUT017,601.871441306813
FDK03,OUT013,4146.032691549082
FDP59,OUT017,1639.3878394888716
FDQ24,OUT049,4107.483216652498
FDQ16,OUT018,1632.4798257877767
FDU44,OUT013,2575.6862835868624
FDH28,OUT010,128.57780097894886
FDV28,OUT019,128.57780097894886
FDM22,OUT045,875.7946123129601
FDR56,OUT046,3165.297173112827
FDV39,OUT049,3215.8948312029693
FDU37,OUT019,190.96052676179036
FDQ11,OUT010,575.6846950931471
FDX02,OUT045,3685.64081667278
NCS42,OUT018,1425.171144607639
FDY57,OUT027,2697.863362942812
FDB21,OUT049,3952.710784630438
FDE28,OUT017,3737.8272228367878
FDQ55,OUT017,1915.9544860207557
FDA48,OUT049,3578.995879622057
FDZ19,OUT045,2867.408917950331
NCC43,OUT045,3943.182949179937
NCV18,OUT046,1345.122130182076
NCA42,OUT018,2547.623594782723
FDY45,OUT046,4040.269785763041
NCC30,OUT045,2945.3616625177847
FDM57,OUT013,1450.4475558691588
FDL09,OUT010,395.9000337387803
FDB09,OUT027,3099.349380884397
FDT44,OUT035,1972.35778688511
NCT06,OUT027,4311.037438541627
FDX26,OUT049,3147.066146360849
FDK32,OUT013,2441.620779681885
DRA12,OUT046,2088.977172226243
FDO46,OUT010,489.25883117998893
FDE52,OUT013,1450.0984441570988
NCH42,OUT045,3825.32113696068
FDV08,OUT035,663.0294185489478
FDB47,OUT018,3228.5450649582967
FDC28,OUT010,254.65815865255553
FDD22,OUT046,1896.0660338210678
FDS07,OUT027,2988.8800902976586
DRI13,OUT045,3500.860801953303
FDG32,OUT018,3369.7959950392647
FDU14,OUT017,4049.2845656295417
FDD28,OUT019,131.39023236087948
NCP41,OUT017,1669.1797801383277
FDS08,OUT049,2871.596840087361
FDX47,OUT045,2533.1463446711905
FDC53,OUT019,243.0671089891396
FDQ19,OUT035,4064.6735947186476
FDL14,OUT045,2460.835371445155
FDM33,OUT019,567.8509845150521
FDA51,OUT045,1877.6067633800433
FDZ27,OUT018,732.4886336203589
FDT04,OUT046,655.3720705785786
DRC13,OUT049,2053.260209242269
FDR16,OUT027,5999.100383612514
FDQ03,OUT027,5993.948613859804
FDE38,OUT035,2764.967992500406
DRH23,OUT027,1383.9453180292787
FDT11,OUT019,497.28626360729163
FDD09,OUT035,3011.6901927692875
FDR40,OUT045,1331.976028024058
FDX07,OUT017,3087.430702766012
FDR07,OUT035,1548.4055949556735
FDA51,OUT017,1903.551556901264
FDT59,OUT019,579.6438288029246
FDF20,OUT017,3145.3344966978125
FDR13,OUT045,1894.9517055023673
FDY26,OUT049,3531.8097242940603
FDW04,OUT017,2094.4948834168335
FDK52,OUT017,3692.282077562363
FDN60,OUT049,2541.3967800314304
FDM09,OUT019,411.06972704060536
FDP46,OUT049,1369.072720871105
FDB50,OUT019,185.75149300542355
NCQ29,OUT049,4051.6619680482677
FDP16,OUT027,5995.473712917113
FDX33,OUT018,2541.1476509465624
FDP07,OUT010,512.4813623096338
FDN22,OUT046,3943.8430264067374
FDF39,OUT049,4221.937118732264
FDS21,OUT017,914.4497266623474
NCM42,OUT013,1669.4327774895175
FDK50,OUT019,395.7441373180482
DRF13,OUT027,3850.9662462863807
FDH35,OUT018,2567.350044868779
FDP60,OUT018,1589.5312525437444
DRJ49,OUT027,3126.4571548740105
NCT42,OUT019,359.3951315037887
FDE38,OUT049,2759.9766383348465
FDI04,OUT049,3193.646558908346
NCH54,OUT045,2597.818915766181
FDT56,OUT049,895.1618933612434
DRD15,OUT018,3556.174091305511
FDV58,OUT013,3044.1293966689573
FDP21,OUT049,3204.9738640106716
FDH05,OUT013,3764.4307203847457
FDR10,OUT027,4274.780784608631
NCP06,OUT045,2483.8021865610085
FDF33,OUT049,1656.2915014261555
DRK37,OUT013,3142.42617840168
DRH49,OUT045,1325.2289874928942
FDT58,OUT013,2727.0467267217696
FDD41,OUT018,1626.8524320867414
FDP40,OUT018,1675.290022191139
FDM51,OUT027,2838.428532865607
FDO45,OUT010,205.876926815614
FDW33,OUT010,243.3672937257404
FDY24,OUT045,872.6154131999203
FDB10,OUT010,570.5341242498233
FDM40,OUT035,2073.3522119454697
NCI06,OUT017,2982.5038254356077
FDW12,OUT019,338.4421736410075
FDX48,OUT027,4001.8208870991884
NCW05,OUT027,2877.6731699096663
FDX27,OUT017,1494.280844011155
DRM37,OUT045,3157.2679302648826
FDA38,OUT045,4061.648695225753
FDR36,OUT046,648.6061846655901
FDZ45,OUT046,3201.0499917098664
FDG05,OUT017,2532.3453307347118
FDK28,OUT013,4249.8818722739215
FDV47,OUT045,1363.9270358636024
FDN21,OUT045,2588.6808435504836
FDP20,OUT027,3115.0851909435464
FDI35,OUT045,3136.83085651274
DRY23,OUT013,713.3180984696846
FDA56,OUT017,2089.682027492118
FDB09,OUT013,2095.5426852630562
NCO26,OUT027,3009.3426048463675
FDQ49,OUT018,2446.7096493173094
FDI52,OUT027,3076.454960644407
FDZ44,OUT027,3009.3426048463675
FDZ09,OUT018,2595.724585136768
FDY03,OUT049,1890.0450446464954
NCG42,OUT017,2097.9490449909267
DRI13,OUT027,5990.436366834069
FDQ32,OUT013,2109.363233571658
FDW16,OUT035,1386.0667400588507
FDU27,OUT046,747.3185644827163
FDR28,OUT010,397.16415880912604
FDQ49,OUT010,388.97671818594694
FDS37,OUT046,1929.2678366769317
FDW26,OUT018,3272.8228829635127
FDX12,OUT018,3729.2471029480143
NCP06,OUT013,2459.9551448231023
FDW45,OUT010,359.2490783992831
NCN30,OUT049,1494.6697086550498
FDN24,OUT049,837.449373386531
NCL41,OUT027,1203.0065938927814
FDR02,OUT019,262.9826117956171
FDD09,OUT010,454.30272966312435
FDS33,OUT010,208.15864508236157
FDU22,OUT045,2026.7683615349515
FDI53,OUT013,2577.297443573009
DRH01,OUT049,2839.193485664859
FDX32,OUT013,2148.3605242660688
NCP30,OUT018,623.5647628442515
FDB60,OUT045,3164.098347822577
FDB14,OUT049,1421.2560247137433
NCP02,OUT035,875.1787718984716
FDJ10,OUT017,2093.881060712411
FDG34,OUT046,1710.6619007499132
NCB18,OUT017,1368.7347230376863
FDM16,OUT049,1105.7986853589325
FDW25,OUT018,1361.757241889544
FDB35,OUT010,218.15955307163532
DRN11,OUT013,2137.556267579065
FDF41,OUT019,567.9902920750206
FDH16,OUT045,1378.736024782361
NCQ50,OUT018,3235.513870822667
DRH23,OUT018,900.5785582501215
DRJ37,OUT013,2404.5452175813243
DRJ24,OUT027,5090.617318444613
FDY16,OUT035,3088.2894288966427
FDQ27,OUT045,1651.3045841720357
FDZ33,OUT045,2471.055430060613
FDF29,OUT045,2069.36292803114
FDA08,OUT049,2631.966321238896
FDG31,OUT046,1038.1094090509546
FDE34,OUT019,456.6892320800434
NCR30,OUT027,1491.7414930932903
FDV33,OUT035,4102.221356951456
DRZ24,OUT018,1998.8867148303634
NCL54,OUT035,2875.5781251019907
FDR12,OUT049,2897.5088897075793
NCC54,OUT046,3923.2427173884826
DRN59,OUT013,773.4381226119987
FDX50,OUT019,264.79033422367655
FDV31,OUT027,4846.667440309385
NCA29,OUT027,4585.822029844639
FDW60,OUT049,2996.5989296385333
FDX08,OUT017,3164.7275948934243
DRD49,OUT013,3857.682871900146
FDD33,OUT046,3706.9350860960467
FDW35,OUT013,707.3466740665066
FDJ36,OUT017,1641.8982920644773
FDV51,OUT035,2768.876207784904
FDW36,OUT046,1654.805739355735
FDH35,OUT046,2648.2651309085813
NCS30,OUT027,3126.4571548740105
FDN49,OUT017,619.4179731330535
FDL08,OUT018,3689.3364145323008
FDI09,OUT013,3933.3605050419724
FDP19,OUT018,2015.8582192926324
FDU21,OUT010,128.57780097894886
NCP41,OUT045,1660.0779705072998
FDY10,OUT013,1827.898313900964
FDP12,OUT018,587.1560342212797
NCN26,OUT049,1935.5317938728272
FDK44,OUT013,2809.729375712592
FDC28,OUT049,1660.1508445271645
FDJ41,OUT027,5992.433691818338
NCT29,OUT035,2048.9895327706113
NCH42,OUT019,579.8764030239174
FDU60,OUT018,2652.213351440238
FDS02,OUT045,3142.137402899482
FDC51,OUT046,2073.6666308762906
FDU03,OUT013,3025.4338718141885
FDX39,OUT045,3518.737207778598
NCY05,OUT010,128.57780097894886
NCL06,OUT027,5997.103058628244
FDD32,OUT035,1276.051873495479
NCN41,OUT045,2049.4521302758217
NCX53,OUT049,2109.1531345912376
FDU57,OUT019,358.4180724016372
FDQ23,OUT046,1651.5120499408886
FDQ52,OUT045,4007.480211973005
FDC14,OUT045,642.1597780004681
FDY09,OUT035,2935.0559206284433
FDQ28,OUT045,2499.555276019291
FDV25,OUT046,3599.260304612941
FDJ07,OUT035,1930.19179321962
DRB25,OUT049,1650.1508012551888
FDK52,OUT019,567.9902920750206
FDY52,OUT027,1460.531284240534
FDB28,OUT046,3212.8106633789716
FDT36,OUT035,601.8958450300104
FDV25,OUT017,3708.5262671810265
NCN07,OUT027,3126.4571548740105
FDC57,OUT017,3069.2045554311057
FDQ03,OUT018,3562.71601679183
FDU23,OUT017,2819.2029732316123
NCX41,OUT035,3505.2248680190824
NCD06,OUT035,740.9900515453063
FDW08,OUT045,1649.2167524403253
NCU29,OUT017,2459.718714822466
NCE06,OUT013,2566.514836732098
FDV52,OUT010,275.8476917416066
FDB02,OUT017,2912.058954844571
NCR18,OUT045,668.2216709716309
FDK16,OUT049,1486.4814819256032
NCQ29,OUT010,576.3233131868353
FDZ01,OUT019,246.84871655977605
FDW27,OUT035,2525.102458332042
FDD17,OUT018,3662.0464000397524
FDW39,OUT013,2896.7350775894724
DRH59,OUT045,1056.8680961463958
FDS52,OUT013,1632.8440257255272
FDU40,OUT027,5541.686281515727
NCF54,OUT013,2837.260390096407
FDH46,OUT045,1644.8238036419457
NCP14,OUT049,1654.301360595983
FDH50,OUT049,3213.7115852440556
DRF15,OUT010,367.28236300166543
FDV27,OUT027,2424.2522061326904
NCJ06,OUT049,2048.697571669118
FDN02,OUT018,3152.973860210046
FDQ51,OUT049,741.4665258418751
FDQ07,OUT017,3606.0381350788007
FDS45,OUT049,1651.4588157217702
NCJ06,OUT045,2047.728127330864
FDD36,OUT035,1932.5085951742328
FDY25,OUT045,3164.5143949456806
FDU52,OUT046,2470.555463772525
DRK47,OUT017,3765.4144130633103
NCL30,OUT017,2092.602982491858
FDN22,OUT035,3960.679602904106
NCF30,OUT027,3115.0851909435464
FDK03,OUT035,4116.015021901753
FDT45,OUT017,866.4745976991778
NCC54,OUT027,5997.103058628244
FDP08,OUT018,2920.943469944446
